id_venda,cliente_id,codFilial,nm_filial,cidade_filial,estado_filial,dt_venda,categoria_prod,subcategoria,produto,qtd,vl_unit,vl_total,total_sem_desconto,forma_pgto,canal_venda,flag_campanha,status_venda
339,54,CTR,Centro,"São Paulo",SP,2024-05-26,Bebidas,Refrigerantes,"Água mineral 500ml",4,9.00,36.00,36.00,Credito,APP,0,PAGO
340,356,CTR,Centro,"São Paulo",SP,2024-12-21,Bebidas,Sucos,"Chá gelado 1L",5,9.00,45.00,45.00,Debito,Site,0,PAGO
341,697,NRT,Norte,Belém,PA,2024-03-25,Papelaria,Mochilas,"Mochila escolar",2,25.00,50.00,50.00,Dinheiro,APP,0,PAGO
342,100,SL,Sul,"Porto Alegre",RS,2024-07-29,Papelaria,Nao_Informado,"Caderno 10 matérias",5,5.00,25.00,25.00,Credito,APP,0,PAGO
343,247,CTR,Centro,"São Paulo",SP,2024-12-08,Higiene,Nao_Informado,"Desodorante aerosol",2,11.00,22.00,22.00,Credito,APP,0,PAGO
344,1,SL,Sul,"Porto Alegre",RS,2024-06-08,Papelaria,"Material artístico","Caderno universitário",1,10.00,10.00,10.00,Credito,"Loja física",0,PAGO
345,588,CTR,Centro,"São Paulo",SP,2024-02-01,Papelaria,Mochilas,"Caneta preta",1,15.00,15.00,15.00,Credito,Site,0,PAGO
346,36,CTR,Centro,"São Paulo",SP,2024-08-01,Higiene,Banho,"Desodorante aerosol",3,11.00,33.00,33.00,Debito,"Loja física",0,PAGO
347,763,SL,Sul,"Porto Alegre",RS,2024-12-25,Papelaria,"Material artístico","Caderno 10 matérias",4,10.00,40.00,40.00,Dinheiro,"Loja física",0,PAGO
348,318,CTR,Centro,"São Paulo",SP,2024-12-11,Higiene,Cabelo,"Desodorante aerosol",1,4.00,4.00,4.00,Dinheiro,"Loja física",0,PAGO
349,549,CTR,Centro,"São Paulo",SP,2025-05-29,Papelaria,Mochilas,"Mochila escolar",1,25.00,25.00,25.00,Credito,APP,0,PAGO
350,590,CTR,Centro,"São Paulo",SP,2024-12-05,Mercearia,Nao_Informado,"Biscoito recheado",2,4.00,8.00,8.00,Dinheiro,APP,0,PAGO
351,506,CTR,Centro,"São Paulo",SP,2024-07-06,Mercearia,Nao_Informado,"Macarrão 500g",1,6.00,6.00,6.00,Debito,"Loja física",0,PAGO
352,651,CTR,Centro,"São Paulo",SP,2025-03-16,Papelaria,"Material artístico","Caneta preta",1,10.00,10.00,10.00,Credito,"Loja física",0,PAGO
353,141,CTR,Centro,"São Paulo",SP,2024-03-02,Papelaria,Canetas,"Caderno 10 matérias",5,7.50,37.50,37.50,Debito,Site,0,PAGO
354,119,SL,Sul,"Porto Alegre",RS,2024-03-09,Papelaria,Canetas,"Caderno universitário",2,10.00,20.00,20.00,Credito,Site,0,PAGO
355,10,CTR,Centro,"São Paulo",SP,2024-01-13,Bebidas,Sucos,"Água mineral 500ml",2,9.00,18.00,18.00,Debito,Nao_Informado,0,PAGO
356,73,CTR,Centro,"São Paulo",SP,2024-06-25,Mercearia,Grãos,"Barra de cereal",2,4.00,8.00,8.00,Credito,APP,0,PAGO
357,269,SL,Sul,"Porto Alegre",RS,2025-02-27,Papelaria,"Material artístico","Caderno 10 matérias",8,10.00,80.00,80.00,Dinheiro,Site,1,PAGO
358,522,NRT,Norte,Belém,PA,2024-08-18,Higiene,Cabelo,"Shampoo 300ml",5,11.00,55.00,55.00,Debito,"Loja física",0,PAGO
359,36,NRT,Norte,Belém,PA,2024-03-27,Bebidas,Água,"Chá gelado 1L",3,9.00,27.00,27.00,Credito,Site,0,PAGO
360,776,SL,Sul,"Porto Alegre",RS,2024-11-11,Mercearia,Nao_Informado,"Feijão 1kg",1,12.00,12.00,12.00,Debito,"Loja física",0,PAGO
361,332,SL,Sul,"Porto Alegre",RS,2024-10-04,Mercearia,Nao_Informado,"Arroz 5kg",3,8.00,24.00,24.00,Dinheiro,Nao_Informado,0,PAGO
362,143,NRT,Norte,Belém,PA,2025-03-10,Bebidas,Sucos,"Água mineral 500ml",5,12.00,60.00,60.00,Debito,APP,1,PAGO
363,225,NRT,Norte,Belém,PA,2024-10-25,Mercearia,Nao_Informado,"Feijão 1kg",2,12.00,24.00,24.00,Debito,Nao_Informado,0,PAGO
364,469,NRT,Norte,Belém,PA,2024-09-17,Higiene,Banho,"Sabonete em barra",2,11.00,22.00,22.00,Debito,Site,0,PAGO
365,502,CTR,Centro,"São Paulo",SP,2024-07-22,Papelaria,"Material artístico","Caneta preta",4,10.00,40.00,40.00,Credito,"Loja física",0,CANCELADO
366,99,CTR,Centro,"São Paulo",SP,2024-10-11,Higiene,Cabelo,"Sabonete em barra",5,4.00,0.00,20.00,Debito,Site,0,PAGO
367,475,CTR,Centro,"São Paulo",SP,2024-08-24,Bebidas,Sucos,"Suco de laranja 1L",1,12.00,12.00,12.00,Credito,Nao_Informado,0,PAGO
368,186,SL,Sul,"Porto Alegre",RS,2024-01-18,Higiene,Banho,"Sabonete em barra",2,14.00,28.00,28.00,Credito,APP,0,PAGO
369,615,CTR,Centro,"São Paulo",SP,2024-01-04,Higiene,Nao_Informado,"Shampoo 300ml",2,4.00,8.00,8.00,Debito,Nao_Informado,0,PAGO
370,784,SL,Sul,"Porto Alegre",RS,2025-01-28,Papelaria,Nao_Informado,"Caneta preta",5,25.00,125.00,125.00,Debito,Nao_Informado,1,PAGO
371,762,CTR,Centro,"São Paulo",SP,2024-03-27,Higiene,Cabelo,"Shampoo 300ml",3,11.00,33.00,33.00,Credito,APP,0,PAGO
372,661,SL,Sul,"Porto Alegre",RS,2025-04-25,Papelaria,"Material artístico","Lápis de cor",1,15.00,15.00,15.00,Credito,Nao_Informado,0,PAGO
373,376,CTR,Centro,"São Paulo",SP,2025-03-10,Bebidas,Nao_Informado,"Suco de laranja 1L",2,5.00,10.00,10.00,Debito,APP,1,NAO_INFORMADO
374,647,CTR,Centro,"São Paulo",SP,2024-02-17,Papelaria,Mochilas,"Caderno 10 matérias",5,10.00,50.00,50.00,Debito,Site,0,PAGO
375,56,CTR,Centro,"São Paulo",SP,2024-11-15,Mercearia,Snacks,"Barra de cereal",4,12.00,48.00,48.00,Credito,"Loja física",0,PAGO
376,474,SL,Sul,"Porto Alegre",RS,2024-10-02,Bebidas,Sucos,"Suco de laranja 1L",5,5.00,25.00,25.00,Credito,Site,0,CANCELADO
377,50,NRT,Norte,Belém,PA,2025-05-27,Higiene,Cabelo,"Shampoo 300ml",2,11.00,22.00,22.00,Credito,Nao_Informado,0,PAGO
378,387,CTR,Centro,"São Paulo",SP,2024-09-11,Mercearia,Massas,"Feijão 1kg",4,18.00,72.00,72.00,Debito,Nao_Informado,0,PAGO
379,775,NRT,Norte,Belém,PA,2024-05-08,Higiene,Cabelo,"Desodorante aerosol",2,4.00,8.00,8.00,Credito,Site,0,PAGO
380,499,CTR,Centro,"São Paulo",SP,2025-02-26,Papelaria,Cadernos,"Caderno universitário",5,7.50,37.50,37.50,Dinheiro,APP,1,PAGO
381,450,CTR,Centro,"São Paulo",SP,2025-02-09,Papelaria,"Material artístico","Caneta preta",7,15.00,105.00,105.00,Credito,Nao_Informado,1,PAGO
382,55,SL,Sul,"Porto Alegre",RS,2024-05-29,Bebidas,Nao_Informado,"Chá gelado 1L",4,3.00,12.00,12.00,Debito,Nao_Informado,0,CANCELADO
383,519,CTR,Centro,"São Paulo",SP,2025-05-05,Mercearia,Massas,"Macarrão 500g",2,18.00,36.00,36.00,Credito,Site,0,PAGO
384,292,NRT,Norte,Belém,PA,2024-12-08,Bebidas,Refrigerantes,"Refrigerante cola 2L",4,9.00,36.00,36.00,Dinheiro,"Loja física",0,CANCELADO
385,696,CTR,Centro,"São Paulo",SP,2024-03-14,Mercearia,Grãos,"Macarrão 500g",5,12.00,60.00,60.00,Credito,Site,0,NAO_INFORMADO
386,127,CTR,Centro,"São Paulo",SP,2024-07-18,Higiene,Nao_Informado,"Creme dental",2,4.00,8.00,8.00,Credito,Site,0,PAGO
387,689,CTR,Centro,"São Paulo",SP,2024-03-08,Higiene,Banho,"Sabonete em barra",4,11.00,44.00,44.00,Debito,Site,0,PAGO
388,699,NRT,Norte,Belém,PA,2024-12-04,Bebidas,Nao_Informado,"Suco de laranja 1L",2,3.00,6.00,6.00,Debito,Site,0,NAO_INFORMADO
389,695,CTR,Centro,"São Paulo",SP,2024-02-24,Mercearia,Nao_Informado,"Arroz 5kg",2,6.00,12.00,12.00,Credito,Site,0,PAGO
390,639,CTR,Centro,"São Paulo",SP,2025-03-05,Papelaria,Nao_Informado,"Caderno 10 matérias",8,10.00,80.00,80.00,Debito,Nao_Informado,1,PAGO
391,499,CTR,Centro,"São Paulo",SP,2024-02-01,Higiene,Nao_Informado,"Shampoo 300ml",4,14.00,56.00,56.00,Debito,APP,0,PAGO
392,85,CTR,Centro,"São Paulo",SP,2024-11-30,Papelaria,Canetas,"Mochila escolar",4,15.00,60.00,60.00,Dinheiro,APP,0,PAGO
393,750,CTR,Centro,"São Paulo",SP,2024-06-30,Papelaria,Cadernos,"Caderno universitário",3,10.00,30.00,30.00,Credito,"Loja física",0,PAGO
394,385,NRT,Norte,Belém,PA,2024-07-15,Papelaria,Mochilas,"Mochila escolar",3,25.00,75.00,75.00,Debito,Site,0,PAGO
395,509,CTR,Centro,"São Paulo",SP,2024-09-23,Mercearia,Snacks,"Macarrão 500g",4,8.00,32.00,32.00,Debito,Site,0,PAGO
396,724,CTR,Centro,"São Paulo",SP,2024-12-07,Bebidas,Sucos,"Suco de laranja 1L",4,5.00,20.00,20.00,Credito,"Loja física",0,PAGO
397,341,CTR,Centro,"São Paulo",SP,2025-04-04,Bebidas,Nao_Informado,"Suco de laranja 1L",4,9.00,36.00,36.00,Dinheiro,Site,0,PAGO
398,354,SL,Sul,"Porto Alegre",RS,2025-04-29,Papelaria,Cadernos,"Caderno 10 matérias",3,15.00,45.00,45.00,Dinheiro,Nao_Informado,0,CANCELADO
399,798,CTR,Centro,"São Paulo",SP,2024-12-03,Bebidas,Nao_Informado,"Suco de laranja 1L",1,5.00,5.00,5.00,Debito,Site,0,PAGO
400,666,CTR,Centro,"São Paulo",SP,2024-05-23,Mercearia,Nao_Informado,"Macarrão 500g",1,8.00,8.00,8.00,Credito,Site,0,PAGO
401,755,CTR,Centro,"São Paulo",SP,2025-05-28,Bebidas,Nao_Informado,"Chá gelado 1L",5,12.00,60.00,60.00,Debito,"Loja física",0,NAO_INFORMADO
402,341,CTR,Centro,"São Paulo",SP,2024-10-24,Papelaria,"Material artístico","Mochila escolar",1,15.00,15.00,15.00,Debito,APP,0,CANCELADO
403,40,CTR,Centro,"São Paulo",SP,2024-08-16,Mercearia,Nao_Informado,"Feijão 1kg",4,8.00,0.00,32.00,Credito,Nao_Informado,0,PAGO
404,453,CTR,Centro,"São Paulo",SP,2024-10-06,Higiene,Banho,"Creme dental",5,4.00,20.00,20.00,Debito,Site,0,CANCELADO
405,206,CTR,Centro,"São Paulo",SP,2025-02-02,Papelaria,"Material artístico","Caderno 10 matérias",4,7.50,30.00,30.00,Credito,Site,1,PAGO
406,168,CTR,Centro,"São Paulo",SP,2024-09-20,Bebidas,Refrigerantes,"Água mineral 500ml",3,12.00,36.00,36.00,Credito,APP,0,CANCELADO
407,186,SL,Sul,"Porto Alegre",RS,2024-01-04,Mercearia,Massas,"Biscoito recheado",3,4.00,12.00,12.00,Debito,Nao_Informado,0,PAGO
408,181,NRT,Norte,Belém,PA,2024-10-11,Higiene,Cabelo,"Creme dental",1,4.00,4.00,4.00,Credito,APP,0,CANCELADO
409,31,CTR,Centro,"São Paulo",SP,2024-07-17,Bebidas,Nao_Informado,"Chá gelado 1L",1,12.00,12.00,12.00,Credito,APP,0,PAGO
410,386,SL,Sul,"Porto Alegre",RS,2024-03-09,Higiene,Nao_Informado,"Creme dental",3,7.00,21.00,21.00,Credito,"Loja física",0,PAGO
411,727,NRT,Norte,Belém,PA,2024-08-25,Papelaria,Canetas,"Caderno 10 matérias",5,25.00,125.00,125.00,Credito,Nao_Informado,0,PAGO
412,216,CTR,Centro,"São Paulo",SP,2024-12-14,Mercearia,Snacks,"Barra de cereal",4,8.00,32.00,32.00,Credito,APP,0,PAGO
413,590,SL,Sul,"Porto Alegre",RS,2024-09-28,Bebidas,Refrigerantes,"Chá gelado 1L",3,7.00,21.00,21.00,Credito,Site,0,PAGO
414,751,SL,Sul,"Porto Alegre",RS,2024-05-20,Papelaria,Cadernos,"Caneta azul",3,10.00,30.00,30.00,Credito,"Loja física",0,PAGO
415,82,SL,Sul,"Porto Alegre",RS,2024-11-14,Bebidas,Nao_Informado,"Água mineral 500ml",1,9.00,9.00,9.00,Debito,"Loja física",0,PAGO
416,515,CTR,Centro,"São Paulo",SP,2024-02-23,Papelaria,"Material artístico","Caderno 10 matérias",4,10.00,40.00,40.00,Credito,APP,0,PAGO
417,12,NRT,Norte,Belém,PA,2024-07-08,Higiene,Cabelo,"Shampoo 300ml",2,7.00,14.00,14.00,Debito,Site,0,PAGO
418,628,CTR,Centro,"São Paulo",SP,2024-07-11,Higiene,Cabelo,"Creme dental",3,7.00,21.00,21.00,Debito,Site,0,PAGO
419,2,NRT,Norte,Belém,PA,2024-05-07,Papelaria,"Material artístico","Mochila escolar",2,10.00,20.00,20.00,Dinheiro,"Loja física",0,PAGO
420,74,CTR,Centro,"São Paulo",SP,2024-02-11,Higiene,Cabelo,"Shampoo 300ml",3,4.00,12.00,12.00,Dinheiro,"Loja física",0,PAGO
421,664,CTR,Centro,"São Paulo",SP,2024-04-19,Papelaria,Mochilas,"Caneta azul",4,15.00,60.00,60.00,Debito,APP,0,PAGO
422,173,CTR,Centro,"São Paulo",SP,2024-09-07,Higiene,Oral,"Desodorante aerosol",1,11.00,0.00,11.00,Credito,"Loja física",0,PAGO
423,291,CTR,Centro,"São Paulo",SP,2024-10-23,Bebidas,Sucos,"Chá gelado 1L",1,9.00,9.00,9.00,Debito,Nao_Informado,0,PAGO
424,489,CTR,Centro,"São Paulo",SP,2024-08-17,Higiene,Oral,"Shampoo 300ml",4,7.00,28.00,28.00,Credito,Nao_Informado,0,PAGO
425,380,NRT,Norte,Belém,PA,2025-06-05,Bebidas,Refrigerantes,"Água mineral 500ml",5,7.00,35.00,35.00,Debito,"Loja física",0,CANCELADO
426,570,SL,Sul,"Porto Alegre",RS,2024-09-15,Mercearia,Nao_Informado,"Barra de cereal",1,6.00,6.00,6.00,Dinheiro,Nao_Informado,0,PAGO
427,783,CTR,Centro,"São Paulo",SP,2025-05-07,Higiene,Oral,"Creme dental",5,7.00,35.00,35.00,Debito,Site,0,PAGO
428,750,SL,Sul,"Porto Alegre",RS,2024-07-19,Higiene,Cabelo,"Creme dental",4,7.00,28.00,28.00,Dinheiro,"Loja física",0,PAGO
429,423,CTR,Centro,"São Paulo",SP,2024-05-20,Papelaria,Cadernos,"Lápis de cor",5,15.00,75.00,75.00,Credito,APP,0,PAGO
430,288,CTR,Centro,"São Paulo",SP,2024-09-19,Higiene,Cabelo,"Sabonete em barra",3,7.00,21.00,21.00,Credito,APP,0,PAGO
431,7,CTR,Centro,"São Paulo",SP,2024-10-10,Higiene,Cabelo,"Desodorante aerosol",3,4.00,12.00,12.00,Debito,Site,0,PAGO
432,169,SL,Sul,"Porto Alegre",RS,2024-12-23,Papelaria,Nao_Informado,"Caderno 10 matérias",5,5.00,25.00,25.00,Credito,APP,0,PAGO
433,472,CTR,Centro,"São Paulo",SP,2024-07-02,Papelaria,Nao_Informado,"Caneta preta",2,25.00,50.00,50.00,Dinheiro,APP,0,PAGO
434,163,SL,Sul,"Porto Alegre",RS,2024-11-02,Higiene,Nao_Informado,"Sabonete em barra",2,11.00,22.00,22.00,Debito,"Loja física",0,PAGO
435,717,CTR,Centro,"São Paulo",SP,2024-08-04,Mercearia,Snacks,"Barra de cereal",5,18.00,90.00,90.00,Debito,Site,0,PAGO
436,177,SL,Sul,"Porto Alegre",RS,2024-11-08,Higiene,Oral,"Creme dental",3,7.00,21.00,21.00,Credito,APP,0,PAGO
437,712,SL,Sul,"Porto Alegre",RS,2025-04-21,Mercearia,Massas,"Arroz 5kg",5,4.00,20.00,20.00,Dinheiro,APP,0,PAGO
438,622,NRT,Norte,Belém,PA,2024-08-25,Papelaria,Canetas,"Mochila escolar",5,5.00,25.00,25.00,Credito,Site,0,PAGO
439,122,CTR,Centro,"São Paulo",SP,2024-07-01,Mercearia,Massas,"Barra de cereal",2,18.00,36.00,36.00,Dinheiro,"Loja física",0,PAGO
440,24,CTR,Centro,"São Paulo",SP,2024-01-17,Papelaria,Cadernos,"Lápis de cor",1,5.00,5.00,5.00,Dinheiro,"Loja física",0,PAGO
441,453,SL,Sul,"Porto Alegre",RS,2024-11-27,Bebidas,Refrigerantes,"Refrigerante cola 2L",2,7.00,14.00,14.00,Debito,Site,0,PAGO
442,553,CTR,Centro,"São Paulo",SP,2024-03-28,Higiene,Oral,"Desodorante aerosol",5,4.00,20.00,20.00,Credito,"Loja física",0,PAGO
443,51,CTR,Centro,"São Paulo",SP,2024-02-11,Papelaria,Nao_Informado,"Caneta azul",2,15.00,30.00,30.00,Credito,Site,0,PAGO
444,276,CTR,Centro,"São Paulo",SP,2025-01-21,Papelaria,Mochilas,"Caneta azul",7,5.00,35.00,35.00,Debito,Nao_Informado,1,PAGO
445,421,NRT,Norte,Belém,PA,2024-02-10,Higiene,Nao_Informado,"Creme dental",1,7.00,7.00,7.00,Credito,"Loja física",0,PAGO
446,6,CTR,Centro,"São Paulo",SP,2025-06-25,Bebidas,Água,"Suco de laranja 1L",5,9.00,45.00,45.00,Debito,APP,0,PAGO
447,159,CTR,Centro,"São Paulo",SP,2024-07-11,Papelaria,Canetas,"Lápis de cor",4,25.00,100.00,100.00,Debito,Site,0,PAGO
448,759,CTR,Centro,"São Paulo",SP,2024-01-22,Higiene,Cabelo,"Sabonete em barra",3,11.00,33.00,33.00,Debito,Site,0,PAGO
449,44,SL,Sul,"Porto Alegre",RS,2024-12-29,Mercearia,Nao_Informado,"Arroz 5kg",3,8.00,24.00,24.00,Credito,"Loja física",0,PAGO
450,404,CTR,Centro,"São Paulo",SP,2024-10-21,Papelaria,Canetas,"Lápis de cor",1,10.00,10.00,10.00,Debito,APP,0,PAGO
451,705,CTR,Centro,"São Paulo",SP,2024-05-17,Bebidas,Refrigerantes,"Água mineral 500ml",1,7.00,7.00,7.00,Credito,Site,0,CANCELADO
452,746,CTR,Centro,"São Paulo",SP,2024-09-20,Mercearia,Grãos,"Macarrão 500g",1,4.00,4.00,4.00,Debito,"Loja física",0,PAGO
453,505,CTR,Centro,"São Paulo",SP,2024-07-22,Mercearia,Grãos,"Biscoito recheado",3,6.00,18.00,18.00,Credito,"Loja física",0,CANCELADO
454,92,NRT,Norte,Belém,PA,2024-08-24,Higiene,Nao_Informado,"Sabonete em barra",1,7.00,7.00,7.00,Credito,"Loja física",0,PAGO
455,14,CTR,Centro,"São Paulo",SP,2024-04-24,Mercearia,Nao_Informado,"Feijão 1kg",4,12.00,48.00,48.00,Debito,"Loja física",0,CANCELADO
456,625,SL,Sul,"Porto Alegre",RS,2024-01-04,Bebidas,Sucos,"Refrigerante cola 2L",1,7.00,7.00,7.00,Debito,Site,0,PAGO
457,28,CTR,Centro,"São Paulo",SP,2024-08-19,Mercearia,Nao_Informado,"Arroz 5kg",2,6.00,12.00,12.00,Debito,APP,0,PAGO
458,38,CTR,Centro,"São Paulo",SP,2024-10-08,Bebidas,Sucos,"Chá gelado 1L",1,7.00,7.00,7.00,Credito,APP,0,CANCELADO
459,711,CTR,Centro,"São Paulo",SP,2024-02-19,Papelaria,Nao_Informado,"Caderno universitário",4,5.00,20.00,20.00,Credito,APP,0,PAGO
460,702,SL,Sul,"Porto Alegre",RS,2024-03-31,Higiene,Banho,"Creme dental",2,4.00,8.00,8.00,Credito,Site,0,PAGO
461,498,CTR,Centro,"São Paulo",SP,2025-03-16,Higiene,Nao_Informado,"Shampoo 300ml",5,7.00,35.00,35.00,Credito,"Loja física",0,PAGO
462,231,NRT,Norte,Belém,PA,2024-01-06,Bebidas,Sucos,"Chá gelado 1L",5,12.00,60.00,60.00,Credito,Site,0,PAGO
463,19,CTR,Centro,"São Paulo",SP,2024-02-24,Papelaria,Nao_Informado,"Caneta azul",5,25.00,125.00,125.00,Credito,APP,0,PAGO
464,775,SL,Sul,"Porto Alegre",RS,2024-11-02,Higiene,Nao_Informado,"Desodorante aerosol",3,14.00,42.00,42.00,Credito,Site,0,PAGO
465,791,CTR,Centro,"São Paulo",SP,2024-09-11,Bebidas,Nao_Informado,"Suco de laranja 1L",2,5.00,10.00,10.00,Credito,Site,0,PAGO
466,782,CTR,Centro,"São Paulo",SP,2024-11-14,Papelaria,Nao_Informado,"Caneta preta",2,15.00,30.00,30.00,Debito,"Loja física",0,PAGO
467,414,CTR,Centro,"São Paulo",SP,2024-08-09,Mercearia,Snacks,"Barra de cereal",3,6.00,18.00,18.00,Dinheiro,"Loja física",0,CANCELADO
468,146,SL,Sul,"Porto Alegre",RS,2024-12-18,Higiene,Oral,"Sabonete em barra",5,7.00,35.00,35.00,Debito,APP,0,PAGO
469,417,NRT,Norte,Belém,PA,2024-04-05,Papelaria,Canetas,"Caderno 10 matérias",5,15.00,75.00,75.00,Dinheiro,APP,0,CANCELADO
470,177,CTR,Centro,"São Paulo",SP,2024-11-17,Mercearia,Snacks,"Biscoito recheado",5,6.00,30.00,30.00,Credito,Site,0,CANCELADO
471,512,SL,Sul,"Porto Alegre",RS,2024-01-31,Papelaria,Nao_Informado,"Mochila escolar",4,25.00,100.00,100.00,Credito,"Loja física",0,CANCELADO
472,627,CTR,Centro,"São Paulo",SP,2025-01-31,Papelaria,Cadernos,"Caderno 10 matérias",2,15.00,30.00,30.00,Credito,"Loja física",1,PAGO
473,793,SL,Sul,"Porto Alegre",RS,2024-03-15,Mercearia,Nao_Informado,"Arroz 5kg",5,12.00,60.00,60.00,Credito,Site,0,PAGO
474,289,CTR,Centro,"São Paulo",SP,2024-10-03,Higiene,Cabelo,"Sabonete em barra",4,7.00,28.00,28.00,Debito,APP,0,PAGO
475,357,CTR,Centro,"São Paulo",SP,2024-01-20,Higiene,Banho,"Shampoo 300ml",5,4.00,20.00,20.00,Debito,Site,0,NAO_INFORMADO
476,727,CTR,Centro,"São Paulo",SP,2024-07-22,Bebidas,Sucos,"Suco de laranja 1L",3,9.00,27.00,27.00,Credito,Nao_Informado,0,PAGO
477,389,NRT,Norte,Belém,PA,2024-06-17,Papelaria,Canetas,"Caneta preta",2,25.00,50.00,50.00,Debito,Nao_Informado,0,PAGO
478,684,CTR,Centro,"São Paulo",SP,2024-12-19,Bebidas,Água,"Água mineral 500ml",5,3.00,15.00,15.00,Debito,Site,0,PAGO
479,291,CTR,Centro,"São Paulo",SP,2024-05-21,Bebidas,Refrigerantes,"Suco de laranja 1L",4,5.00,20.00,20.00,Debito,Nao_Informado,0,PAGO
480,526,SL,Sul,"Porto Alegre",RS,2024-05-25,Mercearia,Grãos,"Macarrão 500g",1,6.00,6.00,6.00,Debito,APP,0,PAGO
481,560,CTR,Centro,"São Paulo",SP,2024-09-24,Bebidas,Nao_Informado,"Chá gelado 1L",2,9.00,18.00,18.00,Debito,APP,0,CANCELADO
482,347,CTR,Centro,"São Paulo",SP,2024-06-30,Mercearia,Nao_Informado,"Biscoito recheado",1,12.00,12.00,12.00,Dinheiro,Nao_Informado,0,PAGO
483,509,CTR,Centro,"São Paulo",SP,2024-05-01,Mercearia,Nao_Informado,"Barra de cereal",2,4.00,8.00,8.00,Debito,APP,0,PAGO
484,164,CTR,Centro,"São Paulo",SP,2024-06-24,Papelaria,"Material artístico","Lápis de cor",3,5.00,15.00,15.00,Debito,"Loja física",0,PAGO
485,657,NRT,Norte,Belém,PA,2024-06-02,Papelaria,Nao_Informado,"Caderno universitário",3,25.00,75.00,75.00,Debito,"Loja física",0,PAGO
486,560,CTR,Centro,"São Paulo",SP,2024-10-01,Papelaria,Canetas,"Caderno universitário",1,10.00,10.00,10.00,Dinheiro,APP,0,CANCELADO
487,520,SL,Sul,"Porto Alegre",RS,2025-03-19,Bebidas,Sucos,"Água mineral 500ml",5,7.00,35.00,35.00,Debito,"Loja física",0,PAGO
488,770,CTR,Centro,"São Paulo",SP,2024-12-21,Papelaria,Nao_Informado,"Lápis de cor",4,5.00,20.00,20.00,Debito,Nao_Informado,0,PAGO
489,631,CTR,Centro,"São Paulo",SP,2024-07-19,Higiene,Oral,"Desodorante aerosol",1,4.00,4.00,4.00,Debito,Nao_Informado,0,PAGO
490,447,CTR,Centro,"São Paulo",SP,2025-01-28,Papelaria,Nao_Informado,"Caderno universitário",8,7.50,60.00,60.00,Debito,"Loja física",1,PAGO
491,244,CTR,Centro,"São Paulo",SP,2025-06-20,Bebidas,Refrigerantes,"Água mineral 500ml",1,7.00,7.00,7.00,Dinheiro,Site,0,PAGO
492,555,CTR,Centro,"São Paulo",SP,2024-02-09,Mercearia,Snacks,"Feijão 1kg",3,8.00,24.00,24.00,Debito,Nao_Informado,0,PAGO
493,445,CTR,Centro,"São Paulo",SP,2024-10-28,Bebidas,Nao_Informado,"Suco de laranja 1L",2,12.00,24.00,24.00,Credito,Site,0,PAGO
494,780,NRT,Norte,Belém,PA,2024-03-22,Bebidas,Nao_Informado,"Suco de laranja 1L",3,9.00,27.00,27.00,Debito,APP,0,PAGO
495,517,NRT,Norte,Belém,PA,2025-06-26,Papelaria,Nao_Informado,"Lápis de cor",4,10.00,40.00,40.00,Debito,Site,0,CANCELADO
496,697,CTR,Centro,"São Paulo",SP,2024-11-28,Bebidas,Água,"Suco de laranja 1L",1,5.00,5.00,5.00,Dinheiro,"Loja física",0,CANCELADO
497,224,CTR,Centro,"São Paulo",SP,2024-10-24,Mercearia,Snacks,"Macarrão 500g",1,8.00,8.00,8.00,Credito,Site,0,PAGO
498,635,CTR,Centro,"São Paulo",SP,2024-12-01,Mercearia,Nao_Informado,"Biscoito recheado",5,4.00,20.00,20.00,Credito,"Loja física",0,NAO_INFORMADO
499,99,SL,Sul,"Porto Alegre",RS,2024-09-29,Bebidas,Refrigerantes,"Refrigerante cola 2L",3,5.00,15.00,15.00,Credito,Nao_Informado,0,PAGO
500,241,NRT,Norte,Belém,PA,2024-05-14,Bebidas,Nao_Informado,"Suco de laranja 1L",2,7.00,14.00,14.00,Debito,Nao_Informado,0,NAO_INFORMADO
501,287,NRT,Norte,Belém,PA,2025-06-02,Bebidas,Sucos,"Suco de laranja 1L",4,7.00,28.00,28.00,Dinheiro,Site,0,PAGO
502,730,SL,Sul,"Porto Alegre",RS,2025-03-08,Bebidas,Sucos,"Suco de laranja 1L",3,12.00,36.00,36.00,Dinheiro,Nao_Informado,1,PAGO
503,247,SL,Sul,"Porto Alegre",RS,2024-01-07,Mercearia,Nao_Informado,"Arroz 5kg",1,6.00,6.00,6.00,Credito,Site,0,PAGO
504,649,CTR,Centro,"São Paulo",SP,2024-01-06,Higiene,Nao_Informado,"Shampoo 300ml",1,11.00,11.00,11.00,Debito,Nao_Informado,0,PAGO
505,228,CTR,Centro,"São Paulo",SP,2025-05-17,Higiene,Nao_Informado,"Desodorante aerosol",3,14.00,42.00,42.00,Credito,APP,0,PAGO
506,557,CTR,Centro,"São Paulo",SP,2024-03-12,Papelaria,Nao_Informado,"Caderno universitário",2,5.00,10.00,10.00,Dinheiro,"Loja física",0,PAGO
507,414,CTR,Centro,"São Paulo",SP,2024-04-04,Mercearia,Nao_Informado,"Feijão 1kg",4,6.00,24.00,24.00,Credito,"Loja física",0,PAGO
508,182,NRT,Norte,Belém,PA,2025-04-27,Mercearia,Snacks,"Biscoito recheado",4,8.00,32.00,32.00,Debito,Site,0,PAGO
